number,Ingredient,Category,Source,Safety,Evidence
3919,Silibinin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3920,Silybin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3921,Tangeretin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3922,Violaxanthin,Phytonutrient – Flavonoid/Carotenoid/Lignan,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3923,"3,4-Dihydroxyphenylacetic Acid",Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3924,6-Prenylnaringenin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3925,8-Prenylnaringenin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3926,Acteoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3927,Apigenin-7-glucoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3928,Arbutin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3929,Baicalein 7-O-glucuronide,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3930,Baicalin Methyl Ether,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3931,Bisdemethoxycurcumin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3932,Caffeic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3933,Caffeoylquinic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3934,Carnosic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3935,Carnosol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3936,Castalagin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3937,Catechin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3938,Chebulagic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3939,Chebulinic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3940,Chlorogenic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3941,Cinnamic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3942,Corilagin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3943,Cryptochlorogenic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3944,Curcumin Demethoxy,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3945,Dicaffeoylquinic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3946,Diosmin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3947,Ellagic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3948,Ellagitannins (Sanguiin H-6),Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3949,Epicatechin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3950,Epicatechin Gallate,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3951,Epigallocatechin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3952,Epigallocatechin Gallate (EGCG),Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3953,Ferulic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3954,Gallic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3955,Gallocatechin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3956,Gentisic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3957,Geraniin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3958,Gnetol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3959,Hesperetin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3960,Hesperidin Methyl Chalcone,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3961,Homovanillic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3962,Hydroxytyrosol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3963,Hyperoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3964,Isoquercetin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3965,Isorhapontigenin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3966,Kaempferol-3-glucoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3967,Luteolin-7-glucoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3968,Morin Hydrate,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3969,Myricitrin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3970,Naringenin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3971,Naringin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3972,Neochlorogenic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3973,Neohesperidin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3974,Oleacein,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3975,Oleocanthal,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3976,Oleuropein,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3977,Oxyresveratrol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3978,Phloretin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3979,Phloridzin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3980,Piceatannol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3981,Procyanidin B1,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3982,Procyanidin B2,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3983,Procyanidin C1,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3984,Protocatechuic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3985,Pterostilbene,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3986,Punicalagin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3987,Punicalin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3988,Quercetin-3-glucuronide,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3989,Quercetin-3-rhamnoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3990,Resveratrol (trans-),Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
3991,Rosmarinic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3992,Rutin Hydrate,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3993,Salicylic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3994,Secoiridoid Oleuropein Aglycone,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3995,Silibinin A,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3996,Silibinin B,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3997,Silychristin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3998,Silydianin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
3999,Silymarin Complex,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4000,Sinapic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4001,Syringic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4002,Tannic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4003,Taxifolin (Dihydroquercetin),Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4004,Tetrahydrocurcumin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
4005,Theaflavin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4006,Thearubigin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4007,Tricaffeoylquinic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4008,Tyrosol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4009,Urolithin A,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
4010,Urolithin B,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
4011,Urolithin C,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
4012,Urolithin D,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
4013,Vanillic Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4014,Verbascoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4015,Vescalagin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4016,Wogonin,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4017,Wogonoside,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4018,Xanthohumol,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4019,m-Coumaric Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4020,o-Coumaric Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4021,p-Coumaric Acid,Polyphenol / Phenolic,Vegan / Plant-Based,General Dietary Use,Mixed / Limited Evidence
4022,Bacillus coagulans MTCC 5856,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4023,Bacillus subtilis BS50,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4024,Bifidobacterium breve Yakult,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4025,Bifidobacterium lactis DR10,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4026,Clostridium butyricum MIYAIRI 588,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4027,Enterococcus faecium NCIMB 10415,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4028,Escherichia coli Nissle 1917,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4029,Lactobacillus acidophilus La-5,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4030,Lactobacillus casei Shirota,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4031,Lactobacillus fermentum CECT5716,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4032,Lactobacillus paracasei CASEI 431,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4033,Lactobacillus plantarum WCFS1,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4034,Lactobacillus rhamnosus HN001,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4035,Saccharomyces boulardii CNCM I-745,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4036,Streptococcus thermophilus TH-4,Probiotic (Large Set),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4037,Bacillus clausii,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4038,Bacillus clausii var. 10,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4039,Bacillus clausii var. 2,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4040,Bacillus clausii var. 3,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4041,Bacillus clausii var. 4,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4042,Bacillus clausii var. 5,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4043,Bacillus clausii var. 6,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4044,Bacillus clausii var. 7,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4045,Bacillus clausii var. 8,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4046,Bacillus clausii var. 9,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4047,Bacillus coagulans,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4048,Bacillus coagulans var. 10,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4049,Bacillus coagulans var. 2,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4050,Bacillus coagulans var. 3,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4051,Bacillus coagulans var. 4,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4052,Bacillus coagulans var. 5,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4053,Bacillus coagulans var. 6,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4054,Bacillus coagulans var. 7,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4055,Bacillus coagulans var. 8,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4056,Bacillus coagulans var. 9,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4057,Bacillus licheniformis,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4058,Bacillus licheniformis var. 10,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4059,Bacillus licheniformis var. 2,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4060,Bacillus licheniformis var. 3,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4061,Bacillus licheniformis var. 4,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4062,Bacillus licheniformis var. 5,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4063,Bacillus licheniformis var. 6,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4064,Bacillus licheniformis var. 7,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4065,Bacillus licheniformis var. 8,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4066,Bacillus licheniformis var. 9,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4067,Bacillus subtilis,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4068,Bacillus subtilis var. 10,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4069,Bacillus subtilis var. 2,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4070,Bacillus subtilis var. 3,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4071,Bacillus subtilis var. 4,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4072,Bacillus subtilis var. 5,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4073,Bacillus subtilis var. 6,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4074,Bacillus subtilis var. 7,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4075,Bacillus subtilis var. 8,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4076,Bacillus subtilis var. 9,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4077,Bifidobacterium adolescentis,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4078,Bifidobacterium adolescentis var. 10,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4079,Bifidobacterium adolescentis var. 2,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4080,Bifidobacterium adolescentis var. 3,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4081,Bifidobacterium adolescentis var. 4,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4082,Bifidobacterium adolescentis var. 5,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4083,Bifidobacterium adolescentis var. 6,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4084,Bifidobacterium adolescentis var. 7,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
4085,Bifidobacterium adolescentis var. 8,Probiotic (species breadth),Vegan / Microbial,General Dietary Use,Strong Clinical Evidence
